# STN,YYYYMMDD,H,FH,T,RH,R
260,20150205,20,40,-4,0,0
260,20150205,21,40,-6,0,0
260,20150205,22,50,-9,0,0
260,20150205,23,50,-10,0,0
260,20150205,24,40,-14,0,0
260,20150206,1,40,-15,0,0
260,20150206,2,50,-16,0,0
260,20150206,3,40,-17,0,0
260,20150206,4,50,-10,0,0
260,20150206,5,50,-7,0,0
260,20150206,6,50,-10,0,0
260,20150206,7,50,-16,0,0
260,20150206,8,50,-18,0,0
260,20150206,9,60,-14,0,0
260,20150206,10,60,-2,0,0
260,20150206,11,60,7,0,0
260,20150206,12,60,18,0,0
260,20150206,13,60,26,0,0
260,20150206,14,60,30,0,0
260,20150206,15,50,25,0,0
260,20150206,16,50,18,0,0
260,20150206,17,50,8,0,0
260,20150206,18,40,2,0,0
260,20150206,19,50,-2,0,0
260,20150206,20,40,-6,0,0
260,20150206,21,40,-6,0,0
260,20150206,22,40,-12,0,0
260,20150206,23,40,-13,0,0
260,20150206,24,30,-15,0,0
260,20150207,1,30,-18,0,0
260,20150207,2,30,-21,0,0
260,20150207,3,10,-34,0,0
260,20150207,4,20,-43,0,0
260,20150207,5,10,-49,0,0
260,20150207,6,20,-44,0,0
260,20150207,7,10,-51,0,0
260,20150207,8,10,-29,0,0
260,20150207,9,10,-8,0,0
260,20150207,10,10,11,0,0
260,20150207,11,10,26,0,0
260,20150207,12,20,33,0,0
260,20150207,13,20,43,0,0
260,20150207,14,20,49,0,0
260,20150207,15,30,55,-1,1
260,20150207,16,30,49,-1,1
260,20150207,17,30,45,-1,1
260,20150207,18,30,42,-1,1
260,20150207,19,30,44,-1,1
260,20150207,20,30,50,0,0
260,20150207,21,40,53,0,0
260,20150207,22,40,50,0,0
260,20150207,23,40,47,0,0
260,20150207,24,40,53,0,0
260,20150208,1,40,52,0,0
260,20150208,2,40,52,0,0
260,20150208,3,50,50,0,0
260,20150208,4,50,44,0,0
260,20150208,5,50,44,0,0
260,20150208,6,50,46,0,0
260,20150208,7,50,41,0,0
260,20150208,8,50,46,0,0
260,20150208,9,60,48,0,0
260,20150208,10,50,52,0,0
260,20150208,11,70,64,0,0
260,20150208,12,60,65,0,0
260,20150208,13,70,65,0,0
260,20150208,14,60,65,0,0
260,20150208,15,60,65,0,0
260,20150208,16,40,57,0,0
260,20150208,17,20,40,0,0
260,20150208,18,30,41,0,0
260,20150208,19,30,36,0,0
260,20150208,20,20,42,0,0
260,20150208,21,30,46,0,0
260,20150208,22,30,48,0,0
260,20150208,23,40,52,0,0
260,20150208,24,40,48,0,0
260,20150209,1,30,51,0,0
260,20150209,2,30,49,0,0
260,20150209,3,30,47,0,0
260,20150209,4,20,47,0,0
260,20150209,5,20,48,0,0
260,20150209,6,20,49,0,0
260,20150209,7,20,55,0,0
260,20150209,8,30,56,0,0
260,20150209,9,30,59,0,0
260,20150209,10,40,61,0,0
260,20150209,11,30,66,0,0
260,20150209,12,30,69,0,0
260,20150209,13,40,70,0,0
260,20150209,14,40,66,-1,1
260,20150209,15,40,66,0,0
260,20150209,16,40,64,-1,1
260,20150209,17,30,57,-1,1
260,20150209,18,30,56,-1,1
260,20150209,19,30,55,2,1
260,20150209,20,30,56,-1,1
260,20150209,21,30,56,1,1
260,20150209,22,30,55,-1,1
260,20150209,23,20,54,0,0
260,20150209,24,20,54,-1,1
260,20150210,1,30,55,-1,1
260,20150210,2,30,56,0,0
260,20150210,3,30,52,-1,1
260,20150210,4,20,50,1,1
260,20150210,5,20,50,-1,1
260,20150210,6,20,47,-1,1
260,20150210,7,20,48,1,1
260,20150210,8,20,49,-1,1
260,20150210,9,20,56,0,0
260,20150210,10,20,63,-1,1
260,20150210,11,20,68,0,0
260,20150210,12,20,69,0,0
260,20150210,13,30,68,-1,1
260,20150210,14,30,70,0,0
260,20150210,15,30,67,0,0
260,20150210,16,20,64,-1,1
260,20150210,17,20,60,0,0
260,20150210,18,20,55,0,0
260,20150210,19,20,54,0,0
260,20150210,20,20,55,0,0
260,20150210,21,20,55,0,0
260,20150210,22,20,53,0,0
260,20150210,23,30,54,0,0
260,20150210,24,30,53,0,0
260,20150211,1,30,50,0,0
260,20150211,2,20,48,0,0
260,20150211,3,30,48,0,0
260,20150211,4,30,45,0,0
260,20150211,5,30,45,0,0
260,20150211,6,30,45,0,0
260,20150211,7,30,46,0,0
260,20150211,8,30,46,0,0
260,20150211,9,40,47,0,0
260,20150211,10,40,48,0,0
260,20150211,11,40,48,0,0
260,20150211,12,30,50,0,0
260,20150211,13,30,46,0,0
260,20150211,14,30,44,0,0
260,20150211,15,30,42,0,0
260,20150211,16,20,40,0,0
260,20150211,17,20,37,0,0
260,20150211,18,20,35,0,0
260,20150211,19,20,36,0,0
260,20150211,20,10,37,0,0
260,20150211,21,10,36,0,0
260,20150211,22,10,34,0,0
260,20150211,23,10,33,0,0
260,20150211,24,20,31,0,0
260,20150212,1,20,29,0,0
260,20150212,2,20,28,0,0
260,20150212,3,20,27,0,0
260,20150212,4,20,24,0,0
260,20150212,5,20,22,0,0
260,20150212,6,20,21,0,0
260,20150212,7,10,20,0,0
260,20150212,8,20,15,0,0
260,20150212,9,20,20,0,0
260,20150212,10,20,21,0,0
260,20150212,11,20,23,0,0
260,20150212,12,20,30,0,0
260,20150212,13,20,38,0,0
260,20150212,14,20,45,0,0
260,20150212,15,20,45,0,0
260,20150212,16,20,42,0,0
260,20150212,17,20,40,0,0
260,20150212,18,10,41,0,0
260,20150212,19,20,38,0,0
260,20150212,20,20,23,0,0
260,20150212,21,20,14,0,0
260,20150212,22,20,3,0,0
260,20150212,23,20,-2,0,0
260,20150212,24,20,6,0,0
260,20150213,1,20,3,0,0
260,20150213,2,20,8,0,0
260,20150213,3,20,12,0,0
260,20150213,4,30,13,0,0
260,20150213,5,30,7,0,0
260,20150213,6,30,0,0,0
260,20150213,7,30,-2,0,0
260,20150213,8,40,5,0,0
260,20150213,9,40,16,0,0
260,20150213,10,40,30,0,0
260,20150213,11,50,57,0,0
260,20150213,12,50,68,0,0
260,20150213,13,50,88,0,0
260,20150213,14,60,98,0,0
260,20150213,15,60,94,0,0
260,20150213,16,60,84,0,0
260,20150213,17,60,74,0,0
260,20150213,18,50,68,0,0
260,20150213,19,50,68,0,0
260,20150213,20,50,64,0,0
260,20150213,21,50,68,0,0
260,20150213,22,50,62,0,0
260,20150213,23,40,63,0,0
260,20150213,24,50,64,0,0
260,20150214,1,50,58,0,0
260,20150214,2,50,58,0,0
260,20150214,3,40,53,0,0
260,20150214,4,50,50,0,0
260,20150214,5,40,50,0,0
260,20150214,6,40,51,0,0
260,20150214,7,40,49,0,0
260,20150214,8,50,53,0,0
260,20150214,9,50,57,0,0
260,20150214,10,50,67,0,0
260,20150214,11,50,81,0,0
260,20150214,12,40,87,0,0
260,20150214,13,40,93,0,0
260,20150214,14,40,90,0,0
260,20150214,15,40,97,0,0
260,20150214,16,40,99,0,0
260,20150214,17,40,80,0,0
260,20150214,18,30,71,0,0
260,20150214,19,40,68,0,0
260,20150214,20,40,58,0,0
260,20150214,21,30,54,0,0
260,20150214,22,40,54,0,0
260,20150214,23,40,52,0,0
260,20150214,24,30,55,0,0
260,20150215,1,20,52,0,0
260,20150215,2,20,48,0,0
260,20150215,3,20,36,0,0
260,20150215,4,20,32,0,0
260,20150215,5,20,26,0,0
260,20150215,6,30,22,0,0
260,20150215,7,40,17,0,0
260,20150215,8,30,19,0,0
260,20150215,9,40,28,0,0
260,20150215,10,40,39,0,0
260,20150215,11,50,50,0,0
260,20150215,12,50,56,0,0
260,20150215,13,40,66,0,0
260,20150215,14,40,64,0,0
260,20150215,15,30,59,0,0
260,20150215,16,30,44,0,0
260,20150215,17,30,31,0,0
260,20150215,18,30,16,0,0
260,20150215,19,30,10,0,0
260,20150215,20,30,5,0,0
260,20150215,21,20,-5,0,0
260,20150215,22,10,-19,0,0
260,20150215,23,10,-35,0,0
260,20150215,24,10,-33,0,0
260,20150216,1,10,-38,0,0
260,20150216,2,10,-42,0,0
260,20150216,3,10,-44,0,0
260,20150216,4,10,-47,0,0
260,20150216,5,10,-33,0,0
260,20150216,6,20,-31,0,0
260,20150216,7,10,-33,0,0
260,20150216,8,10,-25,0,0
260,20150216,9,10,-4,0,0
260,20150216,10,20,12,0,0
260,20150216,11,30,30,0,0
260,20150216,12,30,48,0,0
260,20150216,13,40,71,0,0
260,20150216,14,40,73,0,0
260,20150216,15,30,76,0,0
260,20150216,16,30,71,0,0
260,20150216,17,20,57,0,0
260,20150216,18,10,20,0,0
260,20150216,19,10,3,0,0
260,20150216,20,20,9,0,0
260,20150216,21,20,-6,0,0
260,20150216,22,20,3,0,0
260,20150216,23,30,20,0,0
260,20150216,24,40,16,0,0
260,20150217,1,30,21,0,0
260,20150217,2,30,24,0,0
260,20150217,3,30,26,0,0
260,20150217,4,20,29,0,0
260,20150217,5,10,31,0,0
260,20150217,6,10,35,0,0
260,20150217,7,20,38,0,0
260,20150217,8,20,41,0,0
260,20150217,9,30,43,0,0
260,20150217,10,20,55,1,1
260,20150217,11,20,66,-1,1
260,20150217,12,20,72,0,0
260,20150217,13,40,79,0,0
260,20150217,14,40,90,0,0
260,20150217,15,40,77,0,0
260,20150217,16,40,76,0,0
260,20150217,17,20,54,0,0
260,20150217,18,20,35,0,0
260,20150217,19,10,3,0,0
260,20150217,20,10,-10,0,0
260,20150217,21,10,-17,0,0
260,20150217,22,10,-24,0,0
260,20150217,23,10,-29,0,0
260,20150217,24,10,-24,0,0
260,20150218,1,20,-23,0,0
260,20150218,2,10,-19,0,0
260,20150218,3,10,-30,0,0
260,20150218,4,10,-29,0,0
260,20150218,5,20,-33,0,0
260,20150218,6,20,-25,0,0
260,20150218,7,20,-26,0,0
260,20150218,8,20,-17,0,0
260,20150218,9,20,10,0,0
260,20150218,10,30,48,0,0
260,20150218,11,40,69,0,0
260,20150218,12,40,71,0,0
260,20150218,13,50,78,0,0
260,20150218,14,50,79,0,0
260,20150218,15,50,74,0,0
260,20150218,16,40,61,0,0
260,20150218,17,40,46,0,0
260,20150218,18,40,21,0,0
260,20150218,19,40,18,0,0
260,20150218,20,40,18,0,0
260,20150218,21,40,13,0,0
260,20150218,22,40,11,0,0
260,20150218,23,40,11,0,0
260,20150218,24,40,14,0,0
260,20150219,1,40,11,0,0
260,20150219,2,30,6,0,0
260,20150219,3,30,3,0,0
260,20150219,4,40,1,0,0
260,20150219,5,40,1,0,0
260,20150219,6,50,12,0,0
260,20150219,7,60,20,0,0
260,20150219,8,50,25,0,0
260,20150219,9,50,23,0,0
260,20150219,10,50,36,0,0
260,20150219,11,60,54,0,0
260,20150219,12,60,64,0,0
260,20150219,13,60,64,0,0
260,20150219,14,60,73,0,0
260,20150219,15,70,64,0,0
260,20150219,16,60,55,0,0
260,20150219,17,60,53,0,0
260,20150219,18,60,47,0,0
260,20150219,19,60,46,0,0
260,20150219,20,50,40,0,0
260,20150219,21,60,32,0,0
260,20150219,22,50,33,0,0
260,20150219,23,50,38,0,0
260,20150219,24,50,39,0,0
260,20150220,1,60,37,1,1
260,20150220,2,60,35,4,1
260,20150220,3,60,34,7,1
260,20150220,4,60,36,8,1
260,20150220,5,60,38,6,1
260,20150220,6,60,43,7,1
260,20150220,7,60,47,5,1
260,20150220,8,60,51,1,1
260,20150220,9,60,54,4,1
260,20150220,10,60,56,3,1
260,20150220,11,60,58,5,1
260,20150220,12,50,59,6,1
260,20150220,13,50,62,11,1
260,20150220,14,50,63,7,1
260,20150220,15,40,63,14,1
260,20150220,16,50,64,13,1
260,20150220,17,50,63,16,1
260,20150220,18,40,61,23,1
260,20150220,19,30,59,12,1
260,20150220,20,40,62,6,1
260,20150220,21,50,64,11,1
260,20150220,22,40,64,12,1
260,20150220,23,30,53,13,1
260,20150220,24,30,41,5,1
260,20150221,1,30,35,11,1
260,20150221,2,40,30,12,1
260,20150221,3,40,30,6,1
260,20150221,4,20,29,1,1
260,20150221,5,20,31,-1,1
260,20150221,6,20,33,0,0
260,20150221,7,20,30,0,0
260,20150221,8,30,36,-1,1
260,20150221,9,30,48,-1,1
260,20150221,10,40,52,0,0
260,20150221,11,40,43,19,1
260,20150221,12,30,44,-1,1
260,20150221,13,10,27,18,1
260,20150221,14,10,39,19,1
260,20150221,15,30,55,-1,1
260,20150221,16,20,52,0,0
260,20150221,17,30,32,0,0
260,20150221,18,20,32,-1,1
260,20150221,19,20,29,-1,1
260,20150221,20,10,17,0,0
260,20150221,21,20,10,0,0
260,20150221,22,20,22,3,1
260,20150221,23,20,18,5,1
260,20150221,24,20,4,-1,1
260,20150222,1,20,6,0,0
260,20150222,2,20,5,0,0
260,20150222,3,20,-17,0,0
260,20150222,4,20,-2,0,0
260,20150222,5,20,-1,0,0
260,20150222,6,20,-3,0,0
260,20150222,7,20,-3,0,0
260,20150222,8,30,13,0,0
260,20150222,9,30,35,0,0
260,20150222,10,30,52,0,0
260,20150222,11,50,64,0,0
260,20150222,12,50,60,0,0
260,20150222,13,60,61,0,0
260,20150222,14,60,61,0,0
260,20150222,15,60,64,0,0
260,20150222,16,50,53,0,0
260,20150222,17,50,50,0,0
260,20150222,18,50,44,0,0
260,20150222,19,60,39,0,0
260,20150222,20,80,40,0,0
260,20150222,21,80,42,0,0
260,20150222,22,100,36,4,1
260,20150222,23,90,31,11,1
260,20150222,24,80,29,7,1
260,20150223,1,90,29,13,1
260,20150223,2,90,32,9,1
260,20150223,3,70,39,1,1
260,20150223,4,80,47,-1,1
260,20150223,5,80,48,2,1
260,20150223,6,70,51,1,1
260,20150223,7,60,50,-1,1
260,20150223,8,50,52,0,0
260,20150223,9,50,56,0,0
260,20150223,10,40,67,0,0
260,20150223,11,50,83,0,0
260,20150223,12,60,90,0,0
260,20150223,13,60,93,0,0
260,20150223,14,80,90,0,0
260,20150223,15,70,85,0,0
260,20150223,16,50,81,0,0
260,20150223,17,60,62,2,1
260,20150223,18,60,58,0,0
260,20150223,19,60,54,0,0
260,20150223,20,60,50,0,0
260,20150223,21,60,51,-1,1
260,20150223,22,70,48,-1,1
260,20150223,23,70,47,0,0
260,20150223,24,70,43,0,0
260,20150224,1,70,38,0,0
260,20150224,2,70,39,0,0
260,20150224,3,70,41,0,0
260,20150224,4,80,42,-1,1
260,20150224,5,70,45,3,1
260,20150224,6,80,45,-1,1
260,20150224,7,70,48,-1,1
260,20150224,8,70,52,1,1
260,20150224,9,60,42,43,1
260,20150224,10,50,60,6,1
260,20150224,11,60,59,1,1
260,20150224,12,50,67,8,1
260,20150224,13,50,76,1,1
260,20150224,14,50,85,0,0
260,20150224,15,60,85,0,0
260,20150224,16,60,81,0,0
260,20150224,17,40,69,0,0
260,20150224,18,40,70,-1,1
260,20150224,19,40,47,10,1
260,20150224,20,30,45,-1,1
260,20150224,21,30,43,-1,1
260,20150224,22,20,37,-1,1
260,20150224,23,30,43,0,0
260,20150224,24,40,40,0,0
260,20150225,1,30,37,0,0
260,20150225,2,30,36,1,1
260,20150225,3,30,27,0,0
260,20150225,4,30,23,0,0
260,20150225,5,30,25,0,0
260,20150225,6,30,18,0,0
260,20150225,7,40,20,0,0
260,20150225,8,40,31,0,0
260,20150225,9,40,42,0,0
260,20150225,10,40,59,0,0
260,20150225,11,50,82,0,0
260,20150225,12,60,75,0,0
260,20150225,13,60,64,1,1
260,20150225,14,50,56,10,1
260,20150225,15,30,55,12,1
260,20150225,16,30,56,4,1
260,20150225,17,20,58,-1,1
260,20150225,18,10,56,0,0
260,20150225,19,20,56,0,0
260,20150225,20,20,56,-1,1
260,20150225,21,20,55,0,0
260,20150225,22,20,52,0,0
260,20150225,23,20,52,0,0
260,20150225,24,20,52,0,0
260,20150226,1,30,49,0,0
260,20150226,2,30,48,0,0
260,20150226,3,30,47,0,0
260,20150226,4,40,45,0,0
260,20150226,5,40,43,0,0
260,20150226,6,40,39,0,0
260,20150226,7,50,39,0,0
260,20150226,8,50,41,0,0
260,20150226,9,50,48,0,0
260,20150226,10,60,57,0,0
260,20150226,11,50,68,0,0
260,20150226,12,60,75,0,0
260,20150226,13,50,79,4,1
260,20150226,14,50,82,1,1
260,20150226,15,50,82,4,1
260,20150226,16,50,81,-1,1
260,20150226,17,50,79,2,1
260,20150226,18,50,80,8,1
260,20150226,19,50,82,15,1
260,20150226,20,40,82,15,1
260,20150226,21,30,81,12,1
260,20150226,22,40,69,9,1
260,20150226,23,50,61,-1,1
260,20150226,24,40,59,-1,1
260,20150227,1,40,59,0,0
260,20150227,2,30,56,0,0
260,20150227,3,30,56,0,0
260,20150227,4,40,54,0,0
260,20150227,5,40,52,0,0
260,20150227,6,40,44,0,0
260,20150227,7,30,40,0,0
260,20150227,8,20,51,0,0
260,20150227,9,30,58,0,0
260,20150227,10,40,64,0,0
260,20150227,11,40,70,0,0
260,20150227,12,40,73,0,0
260,20150227,13,40,72,0,0
260,20150227,14,40,75,0,0
260,20150227,15,40,77,0,0
260,20150227,16,40,67,0,0
260,20150227,17,40,55,0,0
260,20150227,18,30,46,0,0
260,20150227,19,20,40,0,0
260,20150227,20,20,33,0,0
260,20150227,21,20,16,0,0
260,20150227,22,20,0,0,0
260,20150227,23,20,-1,0,0
260,20150227,24,20,8,0,0
260,20150228,1,20,8,0,0
260,20150228,2,20,7,0,0
260,20150228,3,20,-1,0,0
260,20150228,4,20,4,0,0
260,20150228,5,20,6,0,0
260,20150228,6,30,8,0,0
260,20150228,7,30,11,0,0
260,20150228,8,40,21,0,0
260,20150228,9,50,28,0,0
260,20150228,10,50,47,0,0
260,20150228,11,60,55,0,0
260,20150228,12,60,71,0,0
260,20150228,13,70,79,0,0
260,20150228,14,70,88,0,0
260,20150228,15,80,89,0,0
260,20150228,16,70,85,0,0
260,20150228,17,60,80,0,0
260,20150228,18,60,79,0,0
260,20150228,19,70,79,0,0
260,20150228,20,80,77,0,0
260,20150228,21,80,75,0,0
260,20150228,22,80,73,0,0
260,20150228,23,70,74,-1,1
260,20150228,24,80,74,-1,1
260,20150301,1,80,73,-1,1
260,20150301,2,80,64,6,1
260,20150301,3,80,63,1,1
260,20150301,4,70,63,5,1
260,20150301,5,60,73,5,1
260,20150301,6,60,87,0,0
260,20150301,7,60,84,0,0
260,20150301,8,50,87,0,0
260,20150301,9,70,97,-1,1
260,20150301,10,70,94,0,0
260,20150301,11,80,98,0,0
260,20150301,12,80,96,0,0
260,20150301,13,90,102,0,0
260,20150301,14,90,102,0,0
260,20150301,15,80,100,0,0
260,20150301,16,60,92,0,0
260,20150301,17,50,84,0,0
260,20150301,18,40,81,0,0
260,20150301,19,50,77,0,0
260,20150301,20,60,78,0,0
260,20150301,21,60,79,0,0
260,20150301,22,60,69,13,1
260,20150301,23,60,76,21,1
260,20150301,24,70,71,0,0
260,20150302,1,70,57,0,0
260,20150302,2,60,53,0,0
260,20150302,3,50,50,0,0
260,20150302,4,50,47,0,0
260,20150302,5,40,42,0,0
260,20150302,6,50,41,0,0
260,20150302,7,50,42,0,0
260,20150302,8,50,53,0,0
260,20150302,9,60,65,0,0
260,20150302,10,60,67,0,0
260,20150302,11,60,73,0,0
260,20150302,12,70,77,0,0
260,20150302,13,60,74,0,0
260,20150302,14,60,58,14,1
260,20150302,15,70,67,-1,1
260,20150302,16,80,64,0,0
260,20150302,17,70,63,0,0
260,20150302,18,70,60,-1,1
260,20150302,19,80,17,9,1
260,20150302,20,60,41,1,1
260,20150302,21,40,38,0,0
260,20150302,22,30,40,0,0
260,20150302,23,40,43,0,0
260,20150302,24,40,34,0,0
260,20150303,1,50,37,0,0
260,20150303,2,40,35,0,0
260,20150303,3,40,35,0,0
260,20150303,4,50,40,0,0
260,20150303,5,60,33,0,0
260,20150303,6,60,31,0,0
260,20150303,7,50,33,0,0
260,20150303,8,50,40,0,0
260,20150303,9,50,46,0,0
260,20150303,10,60,45,-1,1
260,20150303,11,70,40,7,1
260,20150303,12,70,40,8,1
260,20150303,13,70,43,5,1
260,20150303,14,60,63,-1,1
260,20150303,15,50,73,0,0
260,20150303,16,60,62,0,0
260,20150303,17,50,60,0,0
260,20150303,18,30,51,0,0
260,20150303,19,30,48,0,0
260,20150303,20,30,43,0,0
260,20150303,21,40,48,0,0
260,20150303,22,40,43,0,0
260,20150303,23,30,36,0,0
260,20150303,24,30,34,0,0
260,20150304,1,40,35,0,0
260,20150304,2,30,36,0,0
260,20150304,3,40,35,0,0
260,20150304,4,40,32,0,0
260,20150304,5,40,31,0,0
260,20150304,6,30,34,0,0
260,20150304,7,30,40,0,0
260,20150304,8,40,52,0,0
260,20150304,9,50,56,0,0
260,20150304,10,50,58,0,0
260,20150304,11,60,61,0,0
260,20150304,12,50,64,0,0
260,20150304,13,60,66,0,0
260,20150304,14,60,72,0,0
260,20150304,15,70,68,-1,1
260,20150304,16,60,67,-1,1
260,20150304,17,60,56,3,1
260,20150304,18,40,58,-1,1
260,20150304,19,40,58,-1,1
260,20150304,20,40,60,-1,1
260,20150304,21,40,55,-1,1
260,20150304,22,40,53,0,0
260,20150304,23,20,39,0,0
260,20150304,24,20,41,0,0
260,20150305,1,20,39,0,0
260,20150305,2,20,36,0,0
260,20150305,3,20,25,0,0
260,20150305,4,20,21,0,0
260,20150305,5,20,16,0,0
260,20150305,6,20,18,0,0
260,20150305,7,20,29,0,0
260,20150305,8,20,50,0,0
260,20150305,9,20,65,0,0
260,20150305,10,40,64,0,0
260,20150305,11,30,74,0,0
260,20150305,12,30,92,0,0
260,20150305,13,40,97,0,0
260,20150305,14,40,95,0,0
260,20150305,15,40,89,0,0
260,20150305,16,40,84,0,0
260,20150305,17,40,74,0,0
260,20150305,18,20,67,0,0
260,20150305,19,30,57,0,0
260,20150305,20,30,54,0,0
260,20150305,21,20,56,0,0
260,20150305,22,20,53,0,0
260,20150305,23,30,54,0,0
260,20150305,24,30,56,0,0
260,20150306,1,30,57,0,0
260,20150306,2,30,60,0,0
260,20150306,3,20,57,0,0
260,20150306,4,30,58,0,0
260,20150306,5,30,59,0,0
260,20150306,6,30,56,0,0
260,20150306,7,30,58,0,0
260,20150306,8,30,62,0,0
260,20150306,9,30,67,0,0
260,20150306,10,40,72,0,0
260,20150306,11,30,81,0,0
260,20150306,12,40,84,0,0
260,20150306,13,40,86,0,0
260,20150306,14,40,87,0,0
260,20150306,15,40,87,0,0
260,20150306,16,40,85,0,0
260,20150306,17,30,78,0,0
260,20150306,18,30,66,0,0
260,20150306,19,20,52,0,0
260,20150306,20,40,52,0,0
260,20150306,21,30,60,0,0
260,20150306,22,30,53,0,0
260,20150306,23,30,52,0,0
260,20150306,24,30,47,0,0
260,20150307,1,30,46,0,0
260,20150307,2,40,46,0,0
260,20150307,3,30,42,0,0
260,20150307,4,30,41,0,0
260,20150307,5,40,43,0,0
260,20150307,6,40,49,0,0
260,20150307,7,40,52,0,0
260,20150307,8,50,56,0,0
260,20150307,9,50,72,0,0
260,20150307,10,60,88,0,0
260,20150307,11,60,102,0,0
260,20150307,12,60,116,0,0
260,20150307,13,70,137,0,0
260,20150307,14,70,131,0,0
260,20150307,15,60,138,0,0
260,20150307,16,60,136,0,0
260,20150307,17,50,120,0,0
260,20150307,18,50,109,0,0
260,20150307,19,50,105,0,0
260,20150307,20,40,94,0,0
260,20150307,21,40,88,0,0
260,20150307,22,30,67,0,0
260,20150307,23,30,72,0,0
260,20150307,24,30,71,0,0
260,20150308,1,30,50,0,0
260,20150308,2,30,45,0,0
260,20150308,3,30,55,0,0
260,20150308,4,40,57,0,0
260,20150308,5,30,47,0,0
260,20150308,6,30,43,0,0
260,20150308,7,20,51,0,0
260,20150308,8,30,74,0,0
260,20150308,9,40,92,0,0
260,20150308,10,40,114,0,0
260,20150308,11,40,130,0,0
260,20150308,12,50,140,0,0
260,20150308,13,60,149,0,0
260,20150308,14,50,155,0,0
260,20150308,15,50,149,0,0
260,20150308,16,50,139,0,0
260,20150308,17,30,123,0,0
260,20150308,18,30,101,0,0
260,20150308,19,20,88,0,0
260,20150308,20,20,86,0,0
260,20150308,21,30,86,0,0
260,20150308,22,20,86,-1,1
260,20150308,23,20,87,-1,1
260,20150308,24,20,84,-1,1
260,20150309,1,30,80,0,0
260,20150309,2,30,76,0,0
260,20150309,3,20,76,0,0
260,20150309,4,20,73,-1,1
260,20150309,5,20,71,0,0
260,20150309,6,20,70,0,0
260,20150309,7,20,67,0,0
260,20150309,8,20,73,0,0
260,20150309,9,0,81,0,0
260,20150309,10,20,85,0,0
260,20150309,11,30,90,0,0
260,20150309,12,30,93,0,0
260,20150309,13,30,103,0,0
260,20150309,14,40,107,0,0
260,20150309,15,40,110,0,0
260,20150309,16,40,111,0,0
260,20150309,17,40,102,0,0
260,20150309,18,30,90,0,0
260,20150309,19,30,88,0,0
260,20150309,20,30,92,0,0
260,20150309,21,40,92,0,0
260,20150309,22,30,91,0,0
260,20150309,23,30,89,-1,1
260,20150309,24,30,90,-1,1
260,20150310,1,30,90,2,1
260,20150310,2,30,90,-1,1
260,20150310,3,30,90,0,0
260,20150310,4,20,91,0,0
260,20150310,5,20,93,0,0
260,20150310,6,30,84,0,0
260,20150310,7,20,78,0,0
260,20150310,8,20,82,0,0
260,20150310,9,20,92,0,0
260,20150310,10,30,105,0,0
260,20150310,11,30,102,0,0
260,20150310,12,40,104,0,0
260,20150310,13,40,106,0,0
260,20150310,14,40,105,0,0
260,20150310,15,30,102,0,0
260,20150310,16,40,100,0,0
260,20150310,17,40,88,0,0
260,20150310,18,20,72,0,0
260,20150310,19,20,58,0,0
260,20150310,20,20,49,0,0
260,20150310,21,20,34,0,0
260,20150310,22,20,20,0,0
260,20150310,23,10,0,0,0
260,20150310,24,10,-7,0,0
260,20150311,1,10,-11,0,0
260,20150311,2,10,-18,0,0
260,20150311,3,10,-20,0,0
260,20150311,4,10,-15,0,0
260,20150311,5,0,-5,0,0
260,20150311,6,10,2,0,0
260,20150311,7,10,2,0,0
260,20150311,8,10,13,0,0
260,20150311,9,10,25,0,0
260,20150311,10,20,39,0,0
260,20150311,11,20,60,0,0
260,20150311,12,30,72,0,0
260,20150311,13,30,85,0,0
260,20150311,14,30,88,0,0
260,20150311,15,40,93,0,0
260,20150311,16,30,91,0,0
260,20150311,17,30,78,0,0
260,20150311,18,20,48,0,0
260,20150311,19,20,22,0,0
260,20150311,20,10,6,0,0
260,20150311,21,10,-7,0,0
